"segment", "metadata size", segment_size
tpch_lineitem_1g_sort_idx_OFFLINE_2415/v3/metadata.properties,10097,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_2416/v3/metadata.properties,10105,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_2417/v3/metadata.properties,10101,76K	
tpch_lineitem_1g_sort_idx_OFFLINE_2418/v3/metadata.properties,10143,76K	
tpch_lineitem_1g_sort_idx_OFFLINE_2419/v3/metadata.properties,10116,76K	
tpch_lineitem_1g_sort_idx_OFFLINE_241/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2420/v3/metadata.properties,10140,76K	
tpch_lineitem_1g_sort_idx_OFFLINE_2421/v3/metadata.properties,10131,76K	
tpch_lineitem_1g_sort_idx_OFFLINE_2422/v3/metadata.properties,10110,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_2423/v3/metadata.properties,10136,76K	
tpch_lineitem_1g_sort_idx_OFFLINE_2424/v3/metadata.properties,10133,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_2425/v3/metadata.properties,10133,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_2426/v3/metadata.properties,10108,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_2427/v3/metadata.properties,10125,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_2428/v3/metadata.properties,10147,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_2429/v3/metadata.properties,10105,72K	
tpch_lineitem_1g_sort_idx_OFFLINE_242/v3/metadata.properties,10107,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2430/v3/metadata.properties,10132,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_2431/v3/metadata.properties,10125,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_2432/v3/metadata.properties,10117,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_2433/v3/metadata.properties,10130,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_2434/v3/metadata.properties,10121,68K	
tpch_lineitem_1g_sort_idx_OFFLINE_2435/v3/metadata.properties,10114,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2436/v3/metadata.properties,10107,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2437/v3/metadata.properties,10095,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2438/v3/metadata.properties,10113,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2439/v3/metadata.properties,10147,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_243/v3/metadata.properties,10104,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2440/v3/metadata.properties,10115,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2441/v3/metadata.properties,10126,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_2442/v3/metadata.properties,10134,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2443/v3/metadata.properties,10126,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_2444/v3/metadata.properties,10137,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_2445/v3/metadata.properties,10128,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_2446/v3/metadata.properties,10140,64K	
tpch_lineitem_1g_sort_idx_OFFLINE_2447/v3/metadata.properties,10121,60K	
tpch_lineitem_1g_sort_idx_OFFLINE_2448/v3/metadata.properties,10116,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_2449/v3/metadata.properties,10119,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_244/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2450/v3/metadata.properties,10126,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_2451/v3/metadata.properties,10120,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_2452/v3/metadata.properties,10124,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2453/v3/metadata.properties,10146,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2454/v3/metadata.properties,10125,56K	
tpch_lineitem_1g_sort_idx_OFFLINE_2455/v3/metadata.properties,10117,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2456/v3/metadata.properties,10124,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2457/v3/metadata.properties,10148,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2458/v3/metadata.properties,10137,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2459/v3/metadata.properties,10134,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_245/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2460/v3/metadata.properties,10120,52K	
tpch_lineitem_1g_sort_idx_OFFLINE_2461/v3/metadata.properties,10117,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2462/v3/metadata.properties,10106,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2463/v3/metadata.properties,10116,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2464/v3/metadata.properties,10123,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2465/v3/metadata.properties,10144,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2466/v3/metadata.properties,10110,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2467/v3/metadata.properties,10121,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_2468/v3/metadata.properties,10144,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_2469/v3/metadata.properties,10124,48K	
tpch_lineitem_1g_sort_idx_OFFLINE_246/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2470/v3/metadata.properties,10119,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_2471/v3/metadata.properties,10123,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_2472/v3/metadata.properties,10108,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_2473/v3/metadata.properties,10106,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_2474/v3/metadata.properties,10135,44K	
tpch_lineitem_1g_sort_idx_OFFLINE_2475/v3/metadata.properties,10115,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_2476/v3/metadata.properties,10093,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_2477/v3/metadata.properties,10077,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_2478/v3/metadata.properties,10116,40K	
tpch_lineitem_1g_sort_idx_OFFLINE_2479/v3/metadata.properties,10079,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_247/v3/metadata.properties,10112,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2480/v3/metadata.properties,10079,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_2481/v3/metadata.properties,10068,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_2482/v3/metadata.properties,10095,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_2483/v3/metadata.properties,10098,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_2484/v3/metadata.properties,10083,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_2485/v3/metadata.properties,10086,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_2486/v3/metadata.properties,10093,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_2487/v3/metadata.properties,10095,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_2488/v3/metadata.properties,10082,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_2489/v3/metadata.properties,10097,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_248/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2490/v3/metadata.properties,10069,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_2491/v3/metadata.properties,10067,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2492/v3/metadata.properties,10083,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2493/v3/metadata.properties,10062,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2494/v3/metadata.properties,10076,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2495/v3/metadata.properties,10082,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2496/v3/metadata.properties,10098,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2497/v3/metadata.properties,10083,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2498/v3/metadata.properties,10067,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2499/v3/metadata.properties,10116,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_249/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_24/v3/metadata.properties,10068,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_2500/v3/metadata.properties,10057,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_2501/v3/metadata.properties,10089,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_2502/v3/metadata.properties,10072,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_2503/v3/metadata.properties,10081,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_2504/v3/metadata.properties,10054,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_2505/v3/metadata.properties,10069,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_2506/v3/metadata.properties,10083,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_2507/v3/metadata.properties,10083,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_2508/v3/metadata.properties,10062,20K	
tpch_lineitem_1g_sort_idx_OFFLINE_2509/v3/metadata.properties,10085,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_250/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_2510/v3/metadata.properties,10057,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_2511/v3/metadata.properties,10077,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_2512/v3/metadata.properties,10085,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_2513/v3/metadata.properties,10085,16K	
tpch_lineitem_1g_sort_idx_OFFLINE_2514/v3/metadata.properties,10077,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_2515/v3/metadata.properties,10071,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_2516/v3/metadata.properties,10074,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_2517/v3/metadata.properties,10059,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_2518/v3/metadata.properties,10097,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_2519/v3/metadata.properties,10077,12K	
tpch_lineitem_1g_sort_idx_OFFLINE_251/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_2520/v3/metadata.properties,10062,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_2521/v3/metadata.properties,10049,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_2522/v3/metadata.properties,10036,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_2523/v3/metadata.properties,10027,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_2524/v3/metadata.properties,10021,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_2525/v3/metadata.properties,10009,4.0K
tpch_lineitem_1g_sort_idx_OFFLINE_252/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_253/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_254/v3/metadata.properties,10102,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_255/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_256/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_257/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_258/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_259/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_25/v3/metadata.properties,10058,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_260/v3/metadata.properties,10097,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_261/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_262/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_263/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_264/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_265/v3/metadata.properties,10135,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_266/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_267/v3/metadata.properties,10124,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_268/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_269/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_26/v3/metadata.properties,10066,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_270/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_271/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_272/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_273/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_274/v3/metadata.properties,10128,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_275/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_276/v3/metadata.properties,10141,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_277/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_278/v3/metadata.properties,10137,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_279/v3/metadata.properties,10109,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_27/v3/metadata.properties,10091,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_280/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_281/v3/metadata.properties,10124,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_282/v3/metadata.properties,10146,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_283/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_284/v3/metadata.properties,10097,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_285/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_286/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_287/v3/metadata.properties,10139,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_288/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_289/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_28/v3/metadata.properties,10095,24K	
tpch_lineitem_1g_sort_idx_OFFLINE_290/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_291/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_292/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_293/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_294/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_295/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_296/v3/metadata.properties,10105,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_297/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_298/v3/metadata.properties,10145,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_299/v3/metadata.properties,10149,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_29/v3/metadata.properties,10087,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_2/v3/metadata.properties,10016,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_300/v3/metadata.properties,10106,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_301/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_302/v3/metadata.properties,10109,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_303/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_304/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_305/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_306/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_307/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_308/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_309/v3/metadata.properties,10127,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_30/v3/metadata.properties,10093,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_310/v3/metadata.properties,10126,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_311/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_312/v3/metadata.properties,10142,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_313/v3/metadata.properties,10116,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_314/v3/metadata.properties,10115,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_315/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_316/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_317/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_318/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_319/v3/metadata.properties,10125,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_31/v3/metadata.properties,10074,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_320/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_321/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_322/v3/metadata.properties,10121,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_323/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_324/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_325/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_326/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_327/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_328/v3/metadata.properties,10132,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_329/v3/metadata.properties,10096,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_32/v3/metadata.properties,10083,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_330/v3/metadata.properties,10122,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_331/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_332/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_333/v3/metadata.properties,10093,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_334/v3/metadata.properties,10119,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_335/v3/metadata.properties,10110,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_336/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_337/v3/metadata.properties,10097,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_338/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_339/v3/metadata.properties,10138,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_33/v3/metadata.properties,10107,28K	
tpch_lineitem_1g_sort_idx_OFFLINE_340/v3/metadata.properties,10100,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_341/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_342/v3/metadata.properties,10133,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_343/v3/metadata.properties,10144,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_344/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_345/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_346/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_347/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_348/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_349/v3/metadata.properties,10126,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_34/v3/metadata.properties,10057,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_350/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_351/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_352/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_353/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_354/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_355/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_356/v3/metadata.properties,10145,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_357/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_358/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_359/v3/metadata.properties,10108,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_35/v3/metadata.properties,10090,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_360/v3/metadata.properties,10129,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_361/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_362/v3/metadata.properties,10120,80K	
tpch_lineitem_1g_sort_idx_OFFLINE_363/v3/metadata.properties,10121,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_364/v3/metadata.properties,10143,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_365/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_366/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_367/v3/metadata.properties,10117,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_368/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_369/v3/metadata.properties,10099,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_36/v3/metadata.properties,10082,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_370/v3/metadata.properties,10143,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_371/v3/metadata.properties,10115,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_372/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_373/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_374/v3/metadata.properties,10103,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_375/v3/metadata.properties,10112,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_376/v3/metadata.properties,10116,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_377/v3/metadata.properties,10113,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_378/v3/metadata.properties,10143,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_379/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_37/v3/metadata.properties,10054,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_380/v3/metadata.properties,10134,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_381/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_382/v3/metadata.properties,10134,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_383/v3/metadata.properties,10120,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_384/v3/metadata.properties,10136,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_385/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_386/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_387/v3/metadata.properties,10114,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_388/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_389/v3/metadata.properties,10137,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_38/v3/metadata.properties,10090,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_390/v3/metadata.properties,10107,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_391/v3/metadata.properties,10129,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_392/v3/metadata.properties,10138,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_393/v3/metadata.properties,10120,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_394/v3/metadata.properties,10130,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_395/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_396/v3/metadata.properties,10147,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_397/v3/metadata.properties,10130,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_398/v3/metadata.properties,10128,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_399/v3/metadata.properties,10111,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_39/v3/metadata.properties,10087,32K	
tpch_lineitem_1g_sort_idx_OFFLINE_3/v3/metadata.properties,10042,8.0K
tpch_lineitem_1g_sort_idx_OFFLINE_400/v3/metadata.properties,10118,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_401/v3/metadata.properties,10131,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_402/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_403/v3/metadata.properties,10114,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_404/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_405/v3/metadata.properties,10123,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_406/v3/metadata.properties,10119,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_407/v3/metadata.properties,10098,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_408/v3/metadata.properties,10131,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_409/v3/metadata.properties,10102,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_40/v3/metadata.properties,10079,36K	
tpch_lineitem_1g_sort_idx_OFFLINE_410/v3/metadata.properties,10108,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_411/v3/metadata.properties,10127,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_412/v3/metadata.properties,10117,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_413/v3/metadata.properties,10100,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_414/v3/metadata.properties,10105,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_415/v3/metadata.properties,10125,88K	
tpch_lineitem_1g_sort_idx_OFFLINE_416/v3/metadata.properties,10118,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_417/v3/metadata.properties,10148,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_418/v3/metadata.properties,10139,84K	
tpch_lineitem_1g_sort_idx_OFFLINE_419/v3/metadata.properties,10129,84K	
